"record_type","url_path","label","equipment_family","model_scope","current_primary_asset","current_mapping_status","expected_drive_folder","carousel_required","required_order","asset_gap_or_risk","alt_pattern","implementation_note"
"route","/equipment-rental/laundry-trailers/","Laundry trailers","Laundry","category or unsized equipment route","/images/catalog/laundry-trailers-960.webp","representative_static_only","Laundry Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Laundry trailers [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/mobile-crew-camps/","Mobile crew camps","Other","category or unsized equipment route","/images/catalog/mobile-crew-camps-960.webp","representative_static_only","Exact equipment-family Drive folder matching the route title","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Mobile crew camps [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/mobile-kitchen-trailers/","Mobile kitchen trailers","Mobile Kitchens","category or unsized equipment route","/images/catalog/mobile-kitchen-trailers-960.webp","representative_static_only","Mobile Kitchen Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Mobile kitchen trailers [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/mobile-office-trailers/","Mobile office trailers","Other","category or unsized equipment route","/images/catalog/mobile-office-trailers-960.webp","representative_static_only","Exact equipment-family Drive folder matching the route title","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Mobile office trailers [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/mobile-sleep-trailers/","Mobile sleep trailers","Sleeper","category or unsized equipment route","/images/catalog/mobile-sleep-trailers-960.webp","representative_static_only","Sleeper or Bunkbed Trailers and Containers / exact model and form factor","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Mobile sleep trailers [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/modular-buildings/","Modular buildings","Other","category or unsized equipment route","/images/catalog/modular-buildings-960.webp","representative_static_only","Exact equipment-family Drive folder matching the route title","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Modular buildings [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/modular-command-center-trailers/","Military command center trailers","Other","category or unsized equipment route","/images/catalog/military-command-center-trailers-960.webp","representative_static_only","Exact equipment-family Drive folder matching the route title","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Military command center trailers [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/ramp-rentals/","Ramp rentals","Other","category or unsized equipment route","/images/catalog/ramp-rentals-960.webp","representative_static_only","Exact equipment-family Drive folder matching the route title","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Ramp rentals [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/refrigerated-containers/","40ft Refrigerated Container","Refrigeration","40ft Refrigerated Container","/images/catalog/refrigeration-trailers-960.webp","wrong_form_factor_override","Refrigeration Trailers or Refrigerated Containers / exact form factor and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Service-detail record overrides the catalog route and shows the refrigeration-trailer image instead of the catalog refrigerated-container asset.","40ft Refrigerated Container [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/equipment-rental/refrigeration/","Refrigeration trailers","Refrigeration","category or unsized equipment route","/images/catalog/refrigeration-trailers-960.webp","representative_static_only","Refrigeration Trailers or Refrigerated Containers / exact form factor and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Refrigeration trailers [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/restroom-trailers/","Restroom trailers","Restroom","category or unsized equipment route","/images/catalog/restroom-trailers-960.webp","wrong_cross_category","Restroom-Only Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Current image is visibly branded Shower and Restroom Facilities ADA Room, not a confirmed restroom-only model.","Restroom trailers [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/security-camera-trailers/","Security camera trailers","Other","category or unsized equipment route","/images/catalog/security-camera-trailers-960.webp","representative_static_only","Exact equipment-family Drive folder matching the route title","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Security camera trailers [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/shower-trailer/","22 ft shower trailer, 10 stalls","Shower","category or unsized equipment route","/images/catalog/temporary-shower-trailers-960.webp","wrong_cross_category","Shower-Only Trailers or Shower Containers / exact form factor and stall count","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Current image is visibly branded Shower and Restroom Facilities ADA Room, not shower-only; container route also has wrong form factor.","22 ft shower trailer, 10 stalls [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/stair-rentals/","Stair rentals","Other","category or unsized equipment route","/images/catalog/stair-rentals-960.webp","representative_static_only","Exact equipment-family Drive folder matching the route title","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Stair rentals [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/tent-structures/","Tent rentals","Other","category or unsized equipment route","/images/catalog/tent-rentals-960.webp","representative_static_only","Exact equipment-family Drive folder matching the route title","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Tent rentals [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/equipment-rental/wastewater-and-freshwater-container/","Wastewater & freshwater containers","Other","category or unsized equipment route","/images/catalog/wastewater-freshwater-container-960.webp","representative_static_only","Exact equipment-family Drive folder matching the route title","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Wastewater & freshwater containers [interior|exterior|specific visible feature]","Use every validated exact-family asset; plans/drawings must be labeled as layouts rather than photographs."
"route","/remote-containerized-military-berthing-solution-for-rent/","Containerized Sleeper Units","Sleeper","Containerized Sleeper Units","/images/catalog/mobile-sleep-trailers-960.webp","wrong_form_factor_unverified","Sleeper or Bunkbed Trailers and Containers / exact model and form factor","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Containerized sleeper route uses a generic mobile-sleeper trailer image; exact container imagery is required.","Containerized Sleeper Units [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/dishwashing-trailers/22ft/","22ft Dishwashing Trailer","Dishwashing","22ft Dishwashing Trailer","/media/4723f18940a45f69bd1c8483.webp","unverified_model_reuse","Dishwashing Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same representative dishwashing image is reused for four distinct lengths/configurations; exact model identity is unverified.","22ft Dishwashing Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/dishwashing-trailers/24ft/","24ft Dishwashing Trailer","Dishwashing","24ft Dishwashing Trailer","/media/4723f18940a45f69bd1c8483.webp","unverified_model_reuse","Dishwashing Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same representative dishwashing image is reused for four distinct lengths/configurations; exact model identity is unverified.","24ft Dishwashing Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/dishwashing-trailers/26ft/","26ft Dishwashing Trailer","Dishwashing","26ft Dishwashing Trailer","/media/4723f18940a45f69bd1c8483.webp","unverified_model_reuse","Dishwashing Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same representative dishwashing image is reused for four distinct lengths/configurations; exact model identity is unverified.","26ft Dishwashing Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/dishwashing-trailers/38ft-conveyor/","38ft Conveyor Dishwashing Trailer","Dishwashing","38ft Conveyor Dishwashing Trailer","/media/4723f18940a45f69bd1c8483.webp","unverified_model_reuse","Dishwashing Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same representative dishwashing image is reused for four distinct lengths/configurations; exact model identity is unverified.","38ft Conveyor Dishwashing Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/handwashing-trailers/hands-free/","Hands-Free Handwashing Stations","Handwashing Trailers","Hands-Free Handwashing Stations","/images/catalog/handwashing-stations-960.webp","unverified_model_reuse","Handwashing Stations or Trailers / exact form factor","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Only one current image; exact-family carousel inventory is not wired.","Hands-Free Handwashing Stations [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/laundry-trailers/24ft/","24ft Mobile Laundry Trailer","Laundry","24ft Mobile Laundry Trailer","/images/catalog/laundry-trailers-960.webp","unverified_model_reuse","Laundry Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same representative laundry plan is reused across 24 ft and 30 ft models; exact model identity is unverified.","24ft Mobile Laundry Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/laundry-trailers/30ft/","30ft Mobile Laundry Trailer","Laundry","30ft Mobile Laundry Trailer","/images/catalog/laundry-trailers-960.webp","unverified_model_reuse","Laundry Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same representative laundry plan is reused across 24 ft and 30 ft models; exact model identity is unverified.","30ft Mobile Laundry Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/mobile-kitchen-trailers/24ft/","24ft Mobile Kitchen Trailer","Mobile Kitchens","24ft Mobile Kitchen Trailer","/images/catalog/mobile-kitchen-trailers-960.webp","unverified_model_reuse","Mobile Kitchen Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same generic kitchen image is reused for seven distinct lengths/configurations; exact model identity is unverified.","24ft Mobile Kitchen Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/mobile-kitchen-trailers/26ft-bulk/","26ft Bulk Mobile Kitchen","Mobile Kitchens","26ft Bulk Mobile Kitchen","/images/catalog/mobile-kitchen-trailers-960.webp","unverified_model_reuse","Mobile Kitchen Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same generic kitchen image is reused for seven distinct lengths/configurations; exact model identity is unverified.","26ft Bulk Mobile Kitchen [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/mobile-kitchen-trailers/28ft/","28ft Mobile Kitchen Trailer","Mobile Kitchens","28ft Mobile Kitchen Trailer","/images/catalog/mobile-kitchen-trailers-960.webp","unverified_model_reuse","Mobile Kitchen Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same generic kitchen image is reused for seven distinct lengths/configurations; exact model identity is unverified.","28ft Mobile Kitchen Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/mobile-kitchen-trailers/38ft/","38ft Mobile Kitchen Trailer","Mobile Kitchens","38ft Mobile Kitchen Trailer","/images/catalog/mobile-kitchen-trailers-960.webp","unverified_model_reuse","Mobile Kitchen Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same generic kitchen image is reused for seven distinct lengths/configurations; exact model identity is unverified.","38ft Mobile Kitchen Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/mobile-kitchen-trailers/40ft-bulk-combination/","40ft Bulk Combination Mobile Kitchen","Mobile Kitchens","40ft Bulk Combination Mobile Kitchen","/images/catalog/mobile-kitchen-trailers-960.webp","unverified_model_reuse","Mobile Kitchen Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same generic kitchen image is reused for seven distinct lengths/configurations; exact model identity is unverified.","40ft Bulk Combination Mobile Kitchen [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/mobile-kitchen-trailers/40ft-combination/","40ft Combination Mobile Kitchen","Mobile Kitchens","40ft Combination Mobile Kitchen","/images/catalog/mobile-kitchen-trailers-960.webp","unverified_model_reuse","Mobile Kitchen Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same generic kitchen image is reused for seven distinct lengths/configurations; exact model identity is unverified.","40ft Combination Mobile Kitchen [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/mobile-kitchen-trailers/40ft/","40ft Mobile Kitchen Trailer","Mobile Kitchens","40ft Mobile Kitchen Trailer","/images/catalog/mobile-kitchen-trailers-960.webp","unverified_model_reuse","Mobile Kitchen Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same generic kitchen image is reused for seven distinct lengths/configurations; exact model identity is unverified.","40ft Mobile Kitchen Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/mobile-sleeper-trailers/20ft-contractor/","20ft Contractor Sleeper Trailer","Sleeper","20ft Contractor Sleeper Trailer","/images/catalog/mobile-sleep-trailers-960.webp","unverified_model_reuse","Sleeper or Bunkbed Trailers and Containers / exact model and form factor","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same representative sleeper image is reused across shared, contractor, and VIP models; exact model identity is unverified.","20ft Contractor Sleeper Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/mobile-sleeper-trailers/20ft-shared/","20ft Shared Sleeper Trailer","Sleeper","20ft Shared Sleeper Trailer","/images/catalog/mobile-sleep-trailers-960.webp","unverified_model_reuse","Sleeper or Bunkbed Trailers and Containers / exact model and form factor","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same representative sleeper image is reused across shared, contractor, and VIP models; exact model identity is unverified.","20ft Shared Sleeper Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/mobile-sleeper-trailers/20ft-vip/","20ft VIP Sleeper Trailer","Sleeper","20ft VIP Sleeper Trailer","/images/catalog/mobile-sleep-trailers-960.webp","unverified_model_reuse","Sleeper or Bunkbed Trailers and Containers / exact model and form factor","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Same representative sleeper image is reused across shared, contractor, and VIP models; exact model identity is unverified.","20ft VIP Sleeper Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/restroom-trailers/12ft/","12ft Restroom Trailer","Restroom","12ft Restroom Trailer","/images/catalog/restroom-trailers-960.webp","wrong_cross_category","Restroom-Only Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Current image is visibly branded Shower and Restroom Facilities ADA Room, not a confirmed restroom-only model.","12ft Restroom Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/restroom-trailers/14ft/","14ft Restroom Trailer","Restroom","14ft Restroom Trailer","/images/catalog/restroom-trailers-960.webp","wrong_cross_category","Restroom-Only Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Current image is visibly branded Shower and Restroom Facilities ADA Room, not a confirmed restroom-only model.","14ft Restroom Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/restroom-trailers/20ft/","20ft Restroom Trailer","Restroom","20ft Restroom Trailer","/images/catalog/restroom-trailers-960.webp","wrong_cross_category","Restroom-Only Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Current image is visibly branded Shower and Restroom Facilities ADA Room, not a confirmed restroom-only model.","20ft Restroom Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/restroom-trailers/30ft/","30ft Restroom Trailer","Restroom","30ft Restroom Trailer","/images/catalog/restroom-trailers-960.webp","wrong_cross_category","Restroom-Only Trailers / exact model and length","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Current image is visibly branded Shower and Restroom Facilities ADA Room, not a confirmed restroom-only model.","30ft Restroom Trailer [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/shower-containers/20ft-5-stall/","20 ft Shower Container, 5 Stalls","Shower","20 ft Shower Container, 5 Stalls","/images/catalog/temporary-shower-trailers-960.webp","wrong_cross_category","Shower-Only Trailers or Shower Containers / exact form factor and stall count","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Current image is visibly branded Shower and Restroom Facilities ADA Room, not shower-only; container route also has wrong form factor.","20 ft Shower Container, 5 Stalls [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/shower-restroom-combination-trailers/13ft-3-stall/","13 ft Luxury Shower and Restroom Combination Trailer, 3 Stalls","Shower and Restroom Combination Trailers","13 ft Luxury Shower and Restroom Combination Trailer, 3 Stalls","/images/catalog/temporary-shower-trailers-960.webp","correct_family_unverified_model","Shower and Restroom Combination Trailers / exact length stall count and ADA configuration","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Combination family matches, but one ADA-room image is reused across different lengths, stall counts, and ADA configurations.","13 ft Luxury Shower and Restroom Combination Trailer, 3 Stalls [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
"route","/services/shower-restroom-combination-trailers/22ft-6-stall/","22 ft Luxury Shower and Restroom Combination Trailer, 6 Stalls","Shower and Restroom Combination Trailers","22 ft Luxury Shower and Restroom Combination Trailer, 6 Stalls","/images/catalog/temporary-shower-trailers-960.webp","correct_family_unverified_model","Shower and Restroom Combination Trailers / exact length stall count and ADA configuration","yes","1 interior; 2 exterior; 3+ remaining exact-unit images","Combination family matches, but one ADA-room image is reused across different lengths, stall counts, and ADA configurations.","22 ft Luxury Shower and Restroom Combination Trailer, 6 Stalls [interior|exterior|specific visible feature]","Use only assets confirmed for this exact model; do not infer identity from appearance or mix family size category or form factor."
