id,family,model,view,status,reason,original,alt,sha256,reviewedVisually
04.04,dishwashing,model-04,interior,approved,,/media/equipment-drive/dishwashing-trailers/38ft-low-temp-dish-trailer-tier-1-4/dish-trailer-stainless-steel-work-table.png,Stainless worktable inside the dishwashing trailer,a5bd3e2f8365c8298a3c9fecb2f631e68b38965055ef8f1706bbc0480e124575,True
05.01,handwashing-trailer,model-05,exterior,withheld,Two-bank configuration differs from the selected single-bank trailer; not combined.,/media/equipment-drive/handwashing-sink-trailers/handwashing-sink-trailer/hand-washing-sink-trailer-six-station.png,Two banks of externally accessible handwashing sinks,e153ec9a8ea77bdaa9596351eb05722803b05447878e169426bd63c544c19082,True
05.02,handwashing-trailer,model-05,exterior,approved,,/media/equipment-drive/handwashing-sink-trailers/handwashing-sink-trailer/mobile-hand-washing-station-trailer.png,Exterior of a handwashing trailer with sinks under an awning,009fbde78d1a8d2342bef458c0b8455566f798925c50e67e01ef6a677d1ff47e,True
05.03,handwashing-trailer,model-05,exterior,approved,,/media/equipment-drive/handwashing-sink-trailers/handwashing-sink-trailer/portable-hand-washing-sink-trailer.png,Angled exterior view of the handwashing sink trailer,4ca17dc09f02b389ab20e670c3ab26ef6bfa60bff4b4c74cd03bc16edb23a985,True
06.01,laundry-container,model-06,interior,approved,,/media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 1.png,Laundry-container interior with stacked machines and a folding table,f94926f0ae77d3870245322625fc2e7807d2ef6d14d5c10159dc0ff504c86106,True
06.02,laundry-container,model-06,interior,approved,,/media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 2.png,Stacked laundry machines inside the container,2c480cafdab7ea60ca7c401c1f66158da7a61d91e2d3bd4abc6aa483da0369de,True
06.03,laundry-container,model-06,interior,approved,,/media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7units.png,Opposite-end view of the laundry-container interior,039811b7354f99e17078ceeb74c0daebff593dd2820661e11e737a8e3f629f4b,True
07.01,laundry-trailer,model-07,interior,approved,,/media/equipment-drive/laundry-trailers-and-containers/26ft-27ft-laundry-trailer-8-washer-dryer/mobile-laundry-trailer-washer-dryer-interior.png,Stacked washing machines and dryers inside a laundry trailer,5acafab86de115f1768584b158d06383d18adbc3c6a8c896d8c5c4e09938f64a,True
08.01,laundry-trailer,model-08,interior,withheld,Near-duplicate laundry interior; conflicting 26-27 ft versus 30 ft model identity.,/media/equipment-drive/laundry-trailers-and-containers/30ft-laundry-trailer-10-washer-dryer/mobile-laundry-trailer-commercial-washers-dryers.png,,8f2f634239040859c87ae7205c3ab38c515b39f27a196a1900f6fea60eb0f13a,True
09.01,shower-restroom-combination,model-09,exterior,withheld,Residential or ambiguous exterior setting.,/media/equipment-drive/luxury-shower-restroom-combination-trailers/13ft-luxury-shower-restroom-combination-trailer-3-stalls/luxury-shower-restroom-trailer-double-door-exterior.png,,8aab887be36b24d21f6b72e6f1851ca33fdff43ba1f7ecf36577c2dfccbe3370,True
09.02,shower-restroom-combination,model-09,exterior,withheld,Near-duplicate exterior with residential or ambiguous setting.,/media/equipment-drive/luxury-shower-restroom-combination-trailers/13ft-luxury-shower-restroom-combination-trailer-3-stalls/luxury-shower-restroom-trailer-exterior.png,,900be11a38be919486d3b9274c00e59e77851c65c94adc27bb6586e1b8f3e199,True
09.03,shower-restroom-combination,model-09,interior,approved,,/media/equipment-drive/luxury-shower-restroom-combination-trailers/13ft-luxury-shower-restroom-combination-trailer-3-stalls/luxury-shower-restroom-trailer-interior.png,Toilet and shower enclosure inside a shower-restroom combination unit,5ecedc2b7190aeb0b3f7201f45d581e74381c366a8f0d7d0f07a8c9be400f9de,True
09.04,shower-restroom-combination,model-09,exterior,withheld,Residential or ambiguous exterior setting.,/media/equipment-drive/luxury-shower-restroom-combination-trailers/13ft-luxury-shower-restroom-combination-trailer-3-stalls/luxury-shower-restroom-trailer-rear-exterior.png,,865ae632624cb231d14a1a6d6dc7a8144b4b3354cacc29e94f69c4f2bbef8c2b,True
09.05,shower-restroom-combination,model-09,exterior,withheld,Exterior setting not verified as commercial/institutional.,/media/equipment-drive/luxury-shower-restroom-combination-trailers/13ft-luxury-shower-restroom-combination-trailer-3-stalls/luxury-shower-restroom-trailer-side-view.png,,630aa27585ab81542f63817b1c5a0d72b56f6449b457121edf104ce1d0af3e81,True
09.06,shower-restroom-combination,model-09,interior,approved,,/media/equipment-drive/luxury-shower-restroom-combination-trailers/13ft-luxury-shower-restroom-combination-trailer-3-stalls/mobile-luxury-shower-restroom-trailer-bathroom-interior.png,"Toilet, sink and shower curtain inside the combination unit",9aa5bd4db5d4461daa4e471c1427cb3b1f4d9b879f314d29b484a713e73a185f,True
09.07,shower-restroom-combination,model-09,exterior,withheld,Doorway view includes unverified residential/yard background.,/media/equipment-drive/luxury-shower-restroom-combination-trailers/13ft-luxury-shower-restroom-combination-trailer-3-stalls/portable-luxury-shower-restroom-trailer-entrance.png,,f9197e949a28b52d3c7c9d4e9b0f3edcee059e05069a5a9859650189e1fe18b3,True
10.01,shower-restroom-combination,model-10,exterior,approved,,/media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/22ft-6-stall-shower-restroom-trailer-exterior.png,Private entrances on a shower-restroom combination trailer inside a warehouse,7db24ad2139ec43e362befc5a46d484a7e69f851b1d6cafe4a414c0a04af0925,True
10.02,shower-restroom-combination,model-10,exterior,approved,,/media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/22ft-luxury-shower-restroom-combination-trailer-6-stall-exterior.png,Exterior doors and steps of the combination trailer inside a warehouse,a1fd0e0d53b4d489ef53ad5af54f3571e9f298fa37dc79888a83351ba9e4563f,True
10.03,shower-restroom-combination,model-10,exterior,withheld,Outdoor setting not verified as commercial/institutional.,/media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/22ft-shower-restroom-combination-trailer-multiple-entrances.png,,a3ca882ebf524a6d643931c9b60d4a122bb473e6cf197c8d28504e20b5680f52,True
10.04,shower-restroom-combination,model-10,exterior,withheld,Outdoor setting not verified as commercial/institutional.,/media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/6-stall-luxury-shower-restroom-trailer-side-view.png,,b8bccf76417d47c25724aa30d60ddf2cfb3394cb3a334bb016d441ab31504ea4,True
10.05,shower-restroom-combination,model-10,interior,approved,,/media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-6-stall-shower-restroom-trailer-entry-steps.png,Shower and toilet inside the combination trailer,ee85c5176470af5e87fc10a0918d2a0e24be5a73eb645573733c80a5c89d969b,True
10.06,shower-restroom-combination,model-10,exterior,approved,,/media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-shower-restroom-trailer-private-shower-stall.png,Opposite-side entrances on the combination trailer inside a warehouse,e9df604dc15c6e80be25da73ae492955b09fc556aaf6f0e3d306085d5e82d441,True
10.07,shower-restroom-combination,model-10,interior,approved,,/media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-shower-restroom-trailer-sink-vanity-interior.png,Wash basin and mirror inside the shower-restroom combination trailer,5c01e444dc88f976bfa395f817338fdca4765cf8be18394fa029cc8daf3e8a6c,True
11.01,shower-restroom-combination,model-11,exterior,withheld,Outdoor setting not verified; no accepted interior.,/media/equipment-drive/luxury-shower-restroom-combination-trailers/30ft-luxury-shower-restroom-combination-trailer-8-stalls/30ft-luxury-shower-restroom-combination-trailer-exterior-side-view.png,,027975496404aaf6491833cfc04faa47faf6049f84ee434dd8ca3b0ce9820164,True
12.01,mobile-kitchen,model-12,interior,approved,,/media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png,Gas range inside the mobile kitchen,98a5ea41d685c77ba53495b3c92cd094c006dc48de4b3f0b9d11be1e1e784b2b,True
12.02,mobile-kitchen,model-12,interior,approved,,/media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png,Mobile kitchen interior with cooking line and shelving,39709c2b240b98d0ebca67ac208726f2bc05acdb9957a523305dfc959ef75141,True
12.03,mobile-kitchen,model-12,exterior,approved,,/media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png,Exterior service window on the mobile kitchen trailer,40d9bf96b7be94de0552f1b44baa627a8bb59f0eff6c2c7805d175c877a1fcfd,True
12.04,mobile-kitchen,model-12,interior,approved,,/media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png,Preparation counter inside the mobile kitchen,dff88e39d64f5bc3f9bf9560c905bf0ced088cc41ba3cab3a596d40a8e4c56ba,True
12.05,mobile-kitchen,model-12,interior,approved,,/media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png,Mobile kitchen aisle with stainless counters and equipment,d845978efea5edbfc3d78e4b0e9c1cf0069fb4454fb26a6d7e39bddd118dd57c,True
13.01,mobile-kitchen,model-13,interior,approved,,/media/equipment-drive/mobile-kitchens/28ft-mobile-kitchen/commercial-kitchen-trailer-range-oven-hood.png,Cooking range and ovens inside the mobile kitchen,53e88b14d8da01f920b66c7d28cbd64872b5585720c277a9bbc4cb51264e4e7e,True
13.02,mobile-kitchen,model-13,interior,approved,,/media/equipment-drive/mobile-kitchens/28ft-mobile-kitchen/commercial-mobile-kitchen-cooking-line.png,Cooking line and preparation area inside the mobile kitchen,e1d80f86bf100e9b714df2e74d75d8aade0f4f4d20f47a155f9a3dcb0bd0a04d,True
13.03,mobile-kitchen,model-13,interior,approved,,/media/equipment-drive/mobile-kitchens/28ft-mobile-kitchen/mobile-kitchen-trailer-commercial-sink-station.png,Multi-compartment sink inside the mobile kitchen,1f6306721cff84cec160a5349b45a457aca5bcf1f71fe8b4457b7658637e02d5,True
13.04,mobile-kitchen,model-13,interior,withheld,Exact duplicate of 13.01.,/media/equipment-drive/mobile-kitchens/28ft-mobile-kitchen/mobile-kitchen-trailer-cooking-equipment.png,,53e88b14d8da01f920b66c7d28cbd64872b5585720c277a9bbc4cb51264e4e7e,True
13.05,mobile-kitchen,model-13,interior,approved,,/media/equipment-drive/mobile-kitchens/28ft-mobile-kitchen/mobile-kitchen-trailer-full-equipment-interior.png,Mobile kitchen interior with cooking and refrigeration equipment,c1ddc04a3a5cd80eed9f0698fcc297009dec61886386b33fc27306b1303f5800,True
13.06,mobile-kitchen,model-13,interior,approved,,/media/equipment-drive/mobile-kitchens/28ft-mobile-kitchen/mobile-kitchen-trailer-prep-area-service-window.png,Preparation counter below the kitchen service window,b11ba8553649ccf1dffc1cffaffb8d52c34120b9721b1dc54df2024b3d8a970a,True
13.07,mobile-kitchen,model-13,interior,approved,,/media/equipment-drive/mobile-kitchens/28ft-mobile-kitchen/portable-commercial-kitchen-interior-layout.png,Mobile kitchen aisle and wash area,5bdc42c245d270659b07589685444222ba3171b315d09e8a784ff18641ddba5a,True
13.08,mobile-kitchen,model-13,exterior,withheld,House is visible behind the kitchen trailer.,/media/equipment-drive/mobile-kitchens/28ft-mobile-kitchen/temporary-commercial-kitchen-trailer-exterior.png,,527289f873f9103c014a137b4e72212e00a2a2d248bc2b86b71233b3f3aba176,True
13.09,mobile-kitchen,model-13,interior,approved,,/media/equipment-drive/mobile-kitchens/28ft-mobile-kitchen/temporary-kitchen-trailer-prep-and-wash-area.png,Storage racks and preparation area inside the mobile kitchen,57a4d74e5d9921b13b026c2778887a47fd3fd81677c5f3a440047373a98ae8c7,True
14.01,mobile-kitchen,model-14,interior,approved,,/media/equipment-drive/mobile-kitchens/38ft-mobile-kitchen/commercial-kitchen-trailer-refrigeration-wash-station.png,Mobile kitchen interior with refrigeration and washing stations,933101559f8dbe81240b8ff4f1e521b33268bbf181b61666100a039d7c89522a,True
14.02,mobile-kitchen,model-14,interior,approved,,/media/equipment-drive/mobile-kitchens/38ft-mobile-kitchen/mobile-kitchen-trailer-range-griddle-fryer.png,"Range, griddle and fryer inside the mobile kitchen",84c67e243203e097a45706518df538f48780e0b0b4cbfe71f8d412727bcc5e88,True
15.01,mobile-kitchen,model-15,interior,withheld,Exact duplicate of 15.03.,/media/equipment-drive/mobile-kitchens/40ft-bulk-combo-kitchen/mobile-commercial-kitchen-steam-kettle-stainless-prep-table.png,,387fd0f4ec0ec377ea4982e83d57179103233131102360cac95df3f58813444c,True
15.02,mobile-kitchen,model-15,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-combo-kitchen/mobile-commercial-kitchen-trailer-ovens-wash-station-prep-area.png,Bulk-combination kitchen interior with ovens and washing stations,4eac55914fa9b2e7969da0a9a4853d3da0923cec7a6f67da8da29ff6add6da93,True
15.03,mobile-kitchen,model-15,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-combo-kitchen/portable-commercial-kitchen-trailer-sinks-stacked-ovens.png,Steam kettle and stainless preparation table inside the bulk-combination kitchen,387fd0f4ec0ec377ea4982e83d57179103233131102360cac95df3f58813444c,True
15.04,mobile-kitchen,model-15,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-combo-kitchen/portable-kitchen-trailer-stacked-commercial-convection-ovens.png,Stacked commercial ovens inside the bulk-combination kitchen,78ef0a848ff52cecc6d78afbce1c9b1c0c0f1bf9612df11ed1b94d4c9f9d5805,True
15.05,mobile-kitchen,model-15,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-combo-kitchen/temporary-commercial-kitchen-trailer-sinks-convection-ovens.png,Sinks and ovens inside the bulk-combination kitchen,83be43dd37e3aa8e53de0aae4378ae025d0b09b16020ce6aeb1b4200adcb33bd,True
15.06,mobile-kitchen,model-15,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-combo-kitchen/temporary-kitchen-trailer-deep-fryer-tilting-skillet.png,Fryer and tilting skillet inside the bulk-combination kitchen,69a116d5423afb6d3ce41d11ffc95fa56017600e1757dfaa82bec63eda80ce40,True
15.07,mobile-kitchen,model-15,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-combo-kitchen/temporary-kitchen-trailer-stainless-steel-cooking-facility.png,Cooking and preparation area inside the bulk-combination kitchen,b6c8fca1b2cc590e95310257db1ca16910929b2b3cbb77638270c67c0774a9ca,True
16.01,mobile-kitchen,model-16,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/commercial-kitchen-trailer-deep-fryer-gas-range-double-ovens.png,"Fryer, range and ovens inside the bulk kitchen",247870dc290daeebcc64d3bb6a3a575a162f87b25fb5127531a0fcca686d9fea,True
16.02,mobile-kitchen,model-16,diagram,withheld,"Supporting diagram/product illustration, not verified facility photography.",/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/Layout1 (1).jpg,,d424c8699b12c3b6083d4739d8e0591f6189fec6f71f9c68c659a69905271fd3,True
16.03,mobile-kitchen,model-16,diagram,withheld,"Supporting diagram/product illustration, not verified facility photography.",/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/Layout1.jpg,,90900600e0a747423a3fd75f83c96016edb668af7f614de5d68eeab703b9adfa,True
16.04,mobile-kitchen,model-16,diagram,withheld,"Supporting diagram/product illustration, not verified facility photography.",/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/Layout2 (1).jpg,,bee0fbf7102feb57024b9a474e2b028c63f30da26cb472efe6669a34ebfe14a6,True
16.05,mobile-kitchen,model-16,diagram,withheld,"Supporting diagram/product illustration, not verified facility photography.",/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/Layout2.jpg,,7546242b05f149629321304efb53db4d45c4577cc9bb322a5008e298e22f135c,True
16.06,mobile-kitchen,model-16,diagram,withheld,"Supporting diagram/product illustration, not verified facility photography.",/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/Layout3 (1).jpg,,80d4aa72c8c6e9143f398f5b5c3a9c325f1bd23fb8d8c79c018ccfa575888682,True
16.07,mobile-kitchen,model-16,diagram,withheld,"Supporting diagram/product illustration, not verified facility photography.",/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/Layout3.jpg,,04ae4b2c7295c9e16ac5475c930a2fef9814b2db47f4566ab36600a29f12034e,True
16.08,mobile-kitchen,model-16,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/mobile-commercial-kitchen-steam-jacketed-kettle-tilting-skillet.png,Steam kettle and tilting skillet inside the bulk kitchen,144454cab902cdb84210898469681b5a2a4604bd85267d78947e1c2e77f9de9f,True
16.09,mobile-kitchen,model-16,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/mobile-commercial-kitchen-trailer-wash-sinks-convection-ovens.png,Washing stations and ovens inside the bulk kitchen,8e48d94649d5b0de551a81709d5366b3e5c73f2b1bb198230ffd7167efe41ecd,True
16.10,mobile-kitchen,model-16,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/mobile-kitchen-trailer-stainless-steel-pot-wash-sink.png,Pot-washing sink inside the bulk kitchen,1aff87e522e132e4fa22d7cf20f06095c66798a29e6065262c9f7f3167a5e6cd,True
16.11,mobile-kitchen,model-16,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/portable-commercial-kitchen-range-griddle-fryer-cooking-line.png,Cooking line inside the bulk kitchen,121defb132b73786492ad8868926308e937062bffce342d4ff4b2222b05c2f20,True
16.12,mobile-kitchen,model-16,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/portable-kitchen-trailer-range-convection-ovens-cooking-line.png,Ranges and ovens inside the bulk kitchen,36b587b523be6b5f83d186751447ec3f2414de90e4b90d0afbc871d398e3b695,True
16.13,mobile-kitchen,model-16,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/temporary-commercial-kitchen-trailer-tilting-skillets-prep-area.png,Tilting skillets and preparation area inside the bulk kitchen,c8902a3b08ae2c4a1ae274366f5e648e1bba1591413d04429268a34a56ea6cb2,True
16.14,mobile-kitchen,model-16,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-bulk-kitchen/temporary-kitchen-trailer-refrigeration-and-wash-station.png,Refrigeration and washing stations inside the bulk kitchen,f2f0b2e7d6ed9d61b316c0488065095554700e87cd90ae83b18fa232a22b8d7b,True
17.01,mobile-kitchen,model-17,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-combo-kitchen/commercial-kitchen-trailer-cooking-line-ventilation.png,Cooking line inside the combination kitchen trailer,6ecd50f2f25599efdaf85b3afc88faa74db86696b46fa3a85fef08356a12383a,True
17.02,mobile-kitchen,model-17,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-combo-kitchen/commercial-kitchen-trailer-range-griddle-exhaust-hood.png,Range and griddle beneath the extraction hood,42894e190ad36707ac7aba765de65da9f257152140d7dd6d39f17ac62b93672f,True
17.03,mobile-kitchen,model-17,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-combo-kitchen/mobile-commercial-kitchen-trailer-cooking-wash-area.png,Cooking and washing aisle inside the combination kitchen,e1444ac381a0b07b0d946a9f34a01bb379b9b239d9362147e06f3f583df8e163,True
17.04,mobile-kitchen,model-17,exterior,withheld,Grass/yard exterior lacks verified commercial setting.,/media/equipment-drive/mobile-kitchens/40ft-mobile-combo-kitchen/mobile-commercial-kitchen-trailer-exterior-entrance.png,,38a92936c298ce27e32c2c2c91900cd415cc9b2f9c47ef244056d2bacf916c5b,True
17.05,mobile-kitchen,model-17,exterior,withheld,Wooded/driveway exterior lacks verified commercial setting.,/media/equipment-drive/mobile-kitchens/40ft-mobile-combo-kitchen/mobile-commercial-kitchen-trailer-exterior-hvac.png,,de42f3e2bf87040f479d58da5c4f407af0720e7ad27ae8113d9f129148dc5fb1,True
17.06,mobile-kitchen,model-17,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-combo-kitchen/mobile-kitchen-trailer-stacked-convection-ovens.png,Stacked ovens inside the combination kitchen trailer,ec5e30e3edd4eb422584e7f0923ed5cae1f1577b752eb258a1d562446911d427,True
17.07,mobile-kitchen,model-17,interior,approved,,/media/equipment-drive/mobile-kitchens/40ft-mobile-combo-kitchen/mobile-kitchen-trailer-stainless-steel-prep-area.png,Preparation area inside the combination kitchen trailer,ff68a6de9727dd3c2219044515053ff5bc39d20d3c6776cc889786186da7f7e5,True
